Name,Address,Location,Price,Cuisine,Longitude,Latitude,Award,FacilitiesAndServices,Description,Price_level
Stiller,"2F, LN Garden Hotel, 368 Huanshi East Road, Guangzhou, China Mainland","Guangzhou, China Mainland",¥¥¥,European,,,1 Star,"Air conditioning,Brunch,Car park,Restaurant offering vegetarian menus,Valet parking,Wheelchair access","Named after the owner-chef who also runs Taian Table, Stiller is a different dining concept altogether. Start the meal with a personalised cocktail at the bar or the lounge area by the floor-to-ceiling windows. Then head to the colourful dining room with comfy couch seating. The menu features seasonal offerings alongside some German-inspired dishes which are rare to find in the town. Also ask servers for recommendations.",3
Lingnan House,"5F, Rosewood Hotel, 6 Zhujiang East Road, Guangzhou, China Mainland","Guangzhou, China Mainland",¥¥¥,Cantonese,113.320629,23.119891,1 Star,"Air conditioning,Car park,Counter dining,Wheelchair access","Perforated windows, ceiling fans and chandeliers impart retro Lingnan flair. Chef Feng also bases his recipes on Lingnan traditions and seasonal local produce, but slightly tweaked to the local palate and spruced up with unique creativity. His Shunde minced fish soup perfumed by makrut lime leaves, and roast goose that takes 45 minutes to cook in the oversized grill, tend to sell out fast. End the meal with silky ginger milk curd in Shawan style.",3
Hongtu Hall,"2F, White Swan Hotel, 1 Shamian South Street, Guangzhou, China Mainland","Guangzhou, China Mainland",¥¥,Dim Sum,113.237649,23.108321,1 Star,"Air conditioning,Car park,Great view,Valet parking,Wheelchair access","Besides river views and stunning murals, Hongtu Hall is prized for its exquisitely crafted dim sum ranging from the classics to novel creations, as well as velvety congee and juicy roast meats. Make sure to try their shrimp dumplings and shrimp shaomai. Tableside tea service is also a nice touch. The restaurant is always busy during opening hours and reservations are accepted for guests staying in the hotel only. Other customers have to simply join the queue.",2
BingSheng Mansion (Xiancun Road),"5F, Shoufu Mansion, 2 Xiancun Road, Zhujiang New Town, Guangzhou, China Mainland","Guangzhou, China Mainland",¥¥¥,Cantonese,113.322958,23.117404,1 Star,"Air conditioning,Car park,Great view,Terrace","This main dining room and its 32 private rooms exude an understated glamour. Championing innovative and refined Cantonese fare, it serves hand-crafted dim sum at lunch, such as sachima with olive nuts, which is rarely seen these days. Special char siu uses pork belly that is marinated overnight and grilled till crisp. Other must-try items include stir-fried flat rice noodles with sliced beef, signature pineapple buns and roasted juicy goose.",3
Lei Garden (Yuexiu),"4F, Yi An Plaza, 33 Jianshe Sixth Road, Guangzhou, China Mainland","Guangzhou, China Mainland",¥¥,Cantonese,113.279568,23.136923,1 Star,"Air conditioning,Car park,Wheelchair access","This may be an outpost of the Hong Kong-based chain, but it is a household name among locals and tourists alike. The menu is similar to other branches, with the emphasis on traditional Cantonese fare, including long-boiled and double-boiled soups. The chic dining room, adorned with elegant chandeliers, beige textured walls and embroidery art, is always full. Regulars usually pre-order popular items when booking a table, such as crispy roasted pork belly.",2
Imperial Treasure Fine Teochew Cuisine,"L307, 3F, Taikoo Hui, 383 Tianhe Road, Guangzhou, China Mainland","Guangzhou, China Mainland",¥¥¥,Chao Zhou,113.327751,23.137162,1 Star,"Air conditioning,Car park,Terrace,Wheelchair access","The Singapore-based chain opened its first outpost here in 2019, specialising in Chao Zhou food. The head chef from Hong Kong makes sure traditions are respected in the kitchen, while adding a refined touch to his repertoire. Classics, such as steamed then chilled swimmer crab and grey mullet, boast natural umami and firm flesh. Marinated dishes are also a big hit ?apart from goose meat, goose liver and cuttlefish, also try pork intestines and hock.",3
Song,"Shop 417, 4F, G.T. Land Plaza Winter, 16 Zhujiang East Road, Zhujiang New Town, Guangzhou, China Mainland","Guangzhou, China Mainland",¥¥,Sichuan,113.321903,23.12226,1 Star,"Air conditioning,Car park","Christened after the dynasty and the owner’s last name, this award-winning space boasts pillars covered with dramatically lit, stainless steel bricks. Gigantic glass-feathered wings are hung from the mirrored ceiling and thereby lend an eerie sense of space. Most items on the menu are Sichuanese, with occasional offerings from other provinces. Signatures include spicy boiled tiger grouper, jujube wood-roasted 42-day Peking duck and spicy crab.",2
Yu Yue Heen,"71F, Four Seasons Hotel, 5 Zhujiang West Road, Zhujiang New Town, Guangzhou, China Mainland","Guangzhou, China Mainland",¥¥¥¥,Cantonese,113.317995,23.119916,1 Star,"Air conditioning,Car park,Great view,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","Helmed by Chef Mai who boasts over 30 years of experience, this spot serves exquisite Cantonese fare. Every dish embodies the utmost finesse and attention to detail. The range of dim sum at lunch is dazzling, with deep-fried taro dumplings full of shrimp and chicken being a stand out. Coconut-scented crispy skin chicken is a favourite for good reason. Chef Mai also worked with the hotel’s western chef on desserts, thereby enhancing his eclectic repertoire.",4
Lai Heen,"3F, The Ritz-Carlton Hotel, 3 Xing An Road, Zhujiang New Town, Guangzhou, China Mainland","Guangzhou, China Mainland",¥¥¥,Cantonese,113.321816,23.11883,1 Star,"Air conditioning,Car park,Valet parking,Wheelchair access","Lai Heen champions modern Cantonese cooking deeply rooted in tradition and only the best ingredients make it to the table. Its signature steamed sunflower seed-fed chicken needs pre-ordering, while Australian lobster on egg-white custard wins the hearts of many diners. Dishes with Chao Zhou touches also fare well ?try boiled, then chilled lime-scented yellow croaker with bean paste, or lemon-infused yellow croaker and thick fish maw soup.",3
BingSheng Private Kitchen (Tianhe East Road),"178 Tianhe East Road, Guangzhou, China Mainland","Guangzhou, China Mainland",¥¥¥,Cantonese,113.328901,23.137287,1 Star,"Air conditioning,Car park,Terrace,Valet parking","This décor re-creates the old-time charm of luxury mansions in the Xiguan district, while the artwork and floral accents add an updated touch. The menu focuses on healthy cooking with seasonal, organic ingredients. Signature dishes include braised Doumen mud crab with hairy squash that imparts robust seafood flavour, roast lemongrass-scented squab that bursts with juices, and velvety ginger milk custard with bird’s nest. Reserve a table 2 or 3 days ahead.",3
Art di Daniele Sperindio,"National Gallery, #06-02, 1 St. Andrew's Road, 178957, Singapore",Singapore,$$$,Italian,103.8520522,1.2908104,1 Star,"Air conditioning,Car park,Great view,Interesting wine list,Terrace,Wheelchair access","This stylish restaurant above the National Gallery commands sensational views. The tasting menus are inspired by chef-owner Daniele Sperindio's Italian heritage, childhood memories and love of his home country. From the sea to the mountains, his creative, intricate, and exquisitely plated dishes take diners on a gastronomic journey around Italy. The wine list features a superb selection from Italy including an impressive range of Super Tuscans.",3
Lerouy,"7 Mohamed Sultan Road, 238957, Singapore",Singapore,$$$,French Contemporary,103.841922,1.293924,1 Star,"Air conditioning,Car park,Interesting wine list","Their signature circular counter affords the best views of the open kitchen. The Alsatian owner-chef, with stints in prestigious establishments around the world under his belt, has adopted a less starchy approach to French cuisine dotted with Alsatian influences. His omakase menu changes to showcase the best seasonal produce, but the hallmark salt-baked cabbage with lard is a firm fixture. The wine list features unique choices from small-scale organic wineries.",3
Euphoria,"76 Tras Street, 079015, Singapore",Singapore,$$$,Innovative,103.8441494,1.2775327,1 Star,"Air conditioning,Wheelchair access","The head chef once found onion repulsive, but then—by chance—discovered his love for the pungent bulb and went on to be obsessed with it. The allium is hard-wired in Euphoria’s DNA ?from the décor and tableware to the sauces and dishes. His oignon jamboree, which makes an appearance in the lunch and dinner prix-fixe, elevates the onion from a supporting role to a leading cast—different varieties of onions cooked five ways are topped with caviar.",3
Jag,"Singapore Tyler Print Institute, #02-02, 41 Robertson Quay, 238236, Singapore",Singapore,$$$,French Contemporary,103.84028,1.29094,1 Star,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus","In his cooking, Chef Jeremy Gillon uses dried herbs from the Savoie region of the French Alps, where he spent most of his career. But unlike typical Savoyard food that is heavy and greasy, his preparations are light in flavours, strong in creative flair. Sip herby cocktails and well selected wines at the lounge area on the upper floor, before embarking on an Alps-inspired culinary adventure in the dining room on the ground floor.",3
Candlenut,"17A Dempsey Road, 249676, Singapore",Singapore,$$,Peranakan,103.8100724,1.3058588,1 Star,"Air conditioning,Car park,Terrace,Wheelchair access","The high ceiling makes the dining room feel open and spacious, while bamboo lampshades and rattan chair add a sense of serenity. Influenced by his mother and grandma, the young chef cooks traditional Peranakan fare with a creative twist and an Indonesian touch. The menu features many one-bite dishes, with up to 100 combinations. Those having difficulty making a choice can opt for the 20-course tasting menu. Service is warm and friendly.",2
Buona Terra,"29 Scotts Road, 228224, Singapore",Singapore,$$$,Italian Contemporary,103.8348231,1.3107414,1 Star,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","The entrance to this intimate restaurant in a refurbished colonial house is flanked by an imposing display of wine bottles, including many interesting Italian vintages. The interior is elegantly furnished with refined contemporary charm. They serve an omakase-style four-course lunch set and six-course dinner set comprising impeccably executed dishes. Signatures include house-made tagliatelle with freshly shaved and intensely aromatic white truffle.",3
Sommer,"The Sail at Marina Bay, #01-02, 2 Marina Boulevard, 018987, Singapore",Singapore,$$$,European Contemporary,103.8529255,1.2811682,1 Star,"Air conditioning,Car park,Wheelchair access","Chef Lewis Barker's debut restaurant fits seamlessly into this upscale condo tower. His multi-course menus display acumen, finesse and harmony. They change with the seasons, but usually feature seafood from around the world; Asian influences are pronounced in some courses. Creativity abounds in dishes such as the chef's version of the classic fish and chips, which takes the form of slow-cooked fish with pomme soufflé. Precise and well-timed service.",3
Hill Street Tai Hwa Pork Noodle,"Blk 466, #01-12, Crawford Lane, 190466, Singapore",Singapore,$,Street Food,103.8624,1.3052,1 Star,,"Noodles are cooked-to-order with nicely layered flavours and textures in every bite. Crispy dried plaice, fluffy cracklings, and tender pork liver are all meticulously prepared. Expect to queue any time of the day.",1
Rhubarb,"3 Duxton Hill, 089589, Singapore",Singapore,$$,French Contemporary,103.842976,1.2794339,1 Star,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","Opened by two alumni of Au Petit Salut, this exclusive yet snug French restaurant sports an open kitchen. French classics are subtly and intelligently updated without recourse to gimmicks, striking a fine balance between flavour and delicacy. A thoughtfully curated, predominantly French wine list flanks the food. Lunch set menus offer good value. At dinner, choose between a 4- or 5-course set menu.",2
Cure,"21 Keong Saik Road, 089128, Singapore",Singapore,$$$,European Contemporary,103.841484,1.2798686,1 Star,"Air conditioning,Counter dining,Wheelchair access","This bistro-inspired establishment is the brainchild of the owner-chef Walsh, whose Nua Irish cuisine tasting menu is a whimsical nod to his personal background and homeland’s culinary culture. Irish classics are re-imagined with original ideas and quality produce, as evident in A Porridge of Grains; while Childhood Memories of Peat tells tales by engaging all the senses. You might as well find a Lucky Gold Pot at the end of this gastronomic rainbow.",3
Terra,"#01-01, 54 Tras Street, 078993, Singapore",Singapore,$$$,Italian Contemporary,,,1 Star,"Air conditioning,Counter dining,Restaurant offering vegetarian menus","Its “Tokyo-Italian?strapline aptly describes this restaurant’s seamless melding of two cuisines. Best known for their focus on and respect for seasonal ingredients, the cooking is unmistakably Italian; while the ingredients are shipped from Japan daily. Only omakase menus are served and every course makes sense without forcing any combination that is counterintuitive. Ask the servers about sake available by the glass—you will be wowed by what’s on offer.",3
Sushi Sakuta,"The Capitol Kempinski Hotel, #01-88, 15 Stamford Road, 178906, Singapore",Singapore,$$$$,Sushi,103.8506988,1.2943463,1 Star,"Air conditioning,Car park,Counter dining,Valet parking","The space is simple yet elegant, befitting the hotel that houses it. There is a 10-seat counter made from a 200-year-old cypress tree from Nara, Japan, plus a private room. Owner-chef Sakuta works closely with the all-Japanese kitchen team, creating a season-driven omakase menu based on sushi and Japanese fish, plus premium items like caviar and truffles. Ask the sommelier about the expansive sake and wine selection.",4
Meta,"9 Mohamed Sultan Road, 238959, Singapore",Singapore,$$$,Innovative,103.8414145,1.2789446,1 Star,"Air conditioning,Restaurant offering vegetarian menus,Wheelchair access","Meta sports an open kitchen so diners can chat with the culinary team. Warm greys and wood set the scene for artistically minimalist dishes brimming with flavour. The single set menu demonstrates a bias for seafood but will also find favour with meat lovers. The Korean chef showcases the culinary culture and produce of his home country with a European fine dining twist. For a total experience, pair your food with Korean beverages.",3
Imperial Treasure Fine Teochew Cuisine (Orchard),"ION Orchard, #03-05, 2 Orchard Turn, 238801, Singapore",Singapore,$$,Teochew,103.83147,1.304144,1 Star,"Air conditioning,Car park,Wheelchair access","Since 2016, this restaurant has been serving traditional Teochew fare with an emphasis on fresh seafood. Only 15 oversized swimmer crabs are steamed and served chilled each day, so order ahead to avoid disappointment. Teochew-style, chilled, steamed fish also impresses with irresistible briny-sweetness, tender flesh and buttery belly. Dip in the delicious Puning bean sauce for extra umami. Other classics, like the oyster omelette, are also worth trying.",2
Putien (Kitchener Road),"127 Kitchener Road, 208514, Singapore",Singapore,$$,Fujian,103.8574032,1.3095414,1 Star,"Air conditioning,Car park,Restaurant offering vegetarian menus,Valet parking","Opened in 2000, this was the first branch of this chain known for its exceptionally friendly service. The updated dining room boasts a light-colour scheme and modern aesthetic. The signature seaweed with mini shrimps, available November-March, uses only the first harvest of Fujian seaweed for its nutritional value. From April-August, ask about the 6-cm-long razor clams straight from the restaurant’s namesake city in Fujian.",2
Whitegrass,"Chijmes, #01-26/27, 30 Victoria Street, 187996, Singapore",Singapore,$$$,French Contemporary,103.8519798,1.2955388,1 Star,"Air conditioning,Car park,Interesting wine list,Valet parking,Wheelchair access","Chef Takuya Yamashita’s style is to use French techniques to bring out the best of the mostly Japanese ingredients. The resulting tasting menus are inventive and intriguing and feature delicate and attractive dishes, such as Hokkaido scallop with Mont D’Or, and Miyazaki Wagyu with cognac sauce. The graceful restaurant is housed within a historic converted convent and is divided into two rooms, one of which allows diners to see into the kitchen.",3
Ma Cuisine,"38 Craig Road, 089676, Singapore",Singapore,$$$,French,103.8418934,1.2782652,1 Star,"Air conditioning,Interesting wine list,Terrace","This red-brick shophouse, with its traditional bistro décor, serves French classics that never go out of style. Alongside the meticulously prepared escargots and pâté en croûte, also try their whole roasted pigeons served family style. Otherwise, opt for the carte blanche and let the chef decide for you. The phonebook-like wine menu and knowledgeable servers, who know every vineyard and vintage inside out, will keep oenophiles happy.",3
Nouri,"72 Amoy Street, 069891, Singapore",Singapore,$$$$,Innovative,103.84713,1.28086,1 Star,"Air conditioning,Counter dining,Interesting wine list,Restaurant offering vegetarian menus","Championing a concept of “crossroads?cooking, the chef explores how cultures, ingredients, and geographical locations intersect with a menu that unfolds like a narrative. Motifs such as vanilla and turmeric are repeated throughout and lighter flavours build up to a tour-de-force climax. The marble table and conjoining chef’s counter are the preferred front row seats to interact with and watch the chefs work.",4
Shinji (Bras Basah Road),"Carlton Hotel, Lobby Level, 76 Bras Basah Road, 189558, Singapore",Singapore,$$$$,Sushi,103.8539,1.2959028,1 Star,"Air conditioning,Car park,Counter dining,Notable sake list,Wheelchair access","This sushi restaurant, under the aegis of Japanese chef Shinji Kanesaka, is located on the lobby level of the Carlton hotel. The entrance is typically discreet and leads into an intimate space with seating at the hinoki cypress counter for 16. Three set menus are offered ?but the omakase is often the best route to take. The ingredients are good quality, with fish flown in from Tokyo’s Toyosu market. Reservations recommended.",4
Béni,"Mandarin Gallery, #02-37, 333A Orchard Road, 238897, Singapore",Singapore,$$$,French Contemporary,103.83692,1.301757,1 Star,"Air conditioning,Car park,Counter dining,Wheelchair access","The small, elegant restaurant boasts a minimalist décor, so as to keep the spotlight on its exquisite French cooking with a Japanese twist. Top-quality ingredients from France and Japan are transformed here, thanks to well-honed skills and meticulous attention to detail. The set menus change according to the availability of ingredients, but the signature mushroom quartet is simply unmissable. Check with the sommelier for unusual choices not shown on the wine list.",3
Lei Garden,"Chijmes, #01-24, 30 Victoria Street, 187996, Singapore",Singapore,$$,Cantonese,103.85162,1.29538,1 Star,"Air conditioning,Car park,Terrace,Valet parking,Wheelchair access","Unlike other branches in the group, this one has a European décor echoing the colonial style of the building that hosts it. That said, the menu remains the same as the others. Apart from the main menu, make sure you check out the chef’s selection menu. Double-boiled soups, flavourful and hearty, are unmissable. Deep-fried spare ribs marinated with shrimp paste are crispy and loaded with umami.",2
Iggy's,"voco Orchard, Level 3, 581 Orchard Road, 238883, Singapore",Singapore,$$$,European Contemporary,103.8293379,1.3059244,1 Star,"Air conditioning,Car park,Counter dining,Interesting wine list,Restaurant offering vegetarian menus,Valet parking","This stylish room may not offer panoramic views, but all eyes are on the chefs?culinary performance in the kitchen, visible through a picture frame window. The set tasting menu at dinner features multiple courses that showcase top-notch produce from Japan and around the world, deftly crafted with European techniques. Apple-wood smoked wild-caught yellowtail stands out with intoxicating aromas and intense umami.",3
Alma,"Goodwood Park Hotel, 22 Scotts Road, 228221, Singapore",Singapore,$$$,European Contemporary,103.8341574,1.3080956,1 Star,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Terrace","Both the à la carte and tasting menus offer well-crafted European dishes strewn with Asian accents. To start, try their signature tofu in an ethereal panko crust, topped with mushrooms, leeks, truffle, bonito flakes and a foie gras emulsion or you might sample their beurre blanc ice cream with fine de Claire oyster, caviar and hazelnut foam. For a grand finale, order the whisky chocolate fondant ?brace yourself for the runny centre, smoky and nutty aromas. First-class whisky list.",3
Summer Pavilion,"The Ritz-Carlton, Millenia, Level 3, 7 Raffles Avenue, 039799, Singapore",Singapore,$$,Cantonese,103.8603,1.291284,1 Star,"Car park,Interesting wine list,Restaurant offering vegetarian menus,Valet parking,Wheelchair access","This large, contemporary dining room is surrounded by a relaxing garden. You’ll be well looked after as the engaging staff provide service with plenty of vim and vigour. The extensive Cantonese menu covers all classics as well as seasonal dishes, with seafood being a particular highlight. The double-boiled sea whelk soup with fish maw, sauteed Dong Xing grouper fillet and braised abalone are just some of the specialities.",2
CUT,"The Shoppes at Marina Bay Sands, Galleria Level, #B1-71, 10 Bayfront Avenue, 018972, Singapore",Singapore,$$$,Steakhouse,103.8597843,1.2857261,1 Star,"Air conditioning,Car park,Interesting wine list,Valet parking,Wheelchair access","Synonymous with quality steaks with big flavours, celebrity chef Wolfgang Puck is a seal of confidence for this outpost of his famed namesake in LA. Here steaks are expertly seasoned, chargrilled and finished off under a 1200-degree broiler to leave them juicy and tender. Don’t forget to order the amazing onion rings with your steak. The wine list offers over 650 labels and a cocktail at the bar while waiting for your table adds to the experience.",3
Sushi Ichi,"Marriott Tang Plaza Hotel, #01-04, 320 Orchard Road, 238865, Singapore",Singapore,$$$$,Sushi,103.8324,1.305105,1 Star,"Air conditioning,Car park,Counter dining,Valet parking,Wheelchair access","The silky smooth and tactile counter was fashioned from a 300-year-old cypress and the wooden ornaments on the wall were handmade by a famous carpenter in Nara. Traditional Edomae sushi is made with seasonal seafood and vegetables from Japan. Only the best rice, marinated with red or white vinegar, makes it to the counter. Even the sauces are shipped from their flagship store in Japan to maintain consistency. The omakase menu is recommended.",4
Sushi Kimura,"Palais Renaissance, #01-07, 390 Orchard Road, 238871, Singapore",Singapore,$$$$,Sushi,103.8296924,1.3067825,1 Star,"Air conditioning,Car park,Counter dining,Wheelchair access","The owner-chef certainly pays attention to detail: a hinoki counter crafted from one 150-year-old tree, organic sushi rice from one specific farm in Yamagata Prefecture, cooked in Hokkaido spring water and top-notch produce and fish exclusively from small farms in Japan. The chef excels in ageing raw fish, but the abalone cooked in sake for eight hours, and his rice bowl with uni, ikura, chopped toro and onsen tamago also deserve special mention.",4
Chef Kang's,"25 Mackenzie Road, 228681, Singapore",Singapore,$$,Cantonese,103.84955,1.304735,1 Star,Air conditioning,"After working in a professional kitchen for over 40 years, Chef Kang has kept his creative fire burning, as the new items on the menu and hidden dishes off the menu demonstrate. Rest assured that signature dishes such as braised tofu with scallops are always available. To reduce food waste, the chef adjusts the portions according to your party size. It is closed when the chef travels, so call ahead to book.",2
Braci,"Level 5-6, 52 Boat Quay, 049841, Singapore",Singapore,$$$,Italian Contemporary,103.84931,1.28702,1 Star,"Air conditioning,Great view,Interesting wine list,Terrace,Wheelchair access","Italian food typically conjures up images of pizza and pasta, but Braci specialises in Italian barbecue. Head chef Matteo Ponti skillfully uses the Josper oven and Shichirin grill to enhance the textures and flavours of the produce without overpowering them. His refined dishes are nothing short of phenomenal in terms of both plating and food combinations. Olive oil made by the owner’s family in Puglia is the perfect companion to the bread.",3
Shisen Hanten,"Hilton Orchard, Level 35, 333 Orchard Road, 238867, Singapore",Singapore,$$,"Cantonese, Sichuan",103.8365,1.302395,1 Star,"Air conditioning,Car park,Great view,Restaurant offering vegetarian menus,Valet parking,Wheelchair access",The first overseas outpost of the Sichuan restaurant group from Japan founded by the late Chen Kenmin is now supervised by Chen Kentaro. The menu features a few Cantonese favourites as well as Sichuan specialities. Try Chen’s signature mapo doufu ?silky tofu glistening in red chilli oil and dressed in a hot spicy pepper-flavoured sauce. Business set lunch menus are great ways to sample their culinary score; the friendly service is a bonus.,2
Burnt Ends,"#01-04, 7 Dempsey Road, 249671, Singapore",Singapore,$$$,Barbecue,,,1 Star,"Air conditioning,Car park,Counter dining,Interesting wine list,Terrace,Wheelchair access","Years ago, the Aussie owner-chef David Pynt opened a pop-up in London called Burnt Enz to great acclaim. Then his refined barbecue food cooked in a wood-fire brick kiln was taken up a notch with Burnt Ends in Singapore. In 2021, it moved to this location, twice as big as its previous space. The small but interesting snack menu is worth exploring. Meats and fish are well complemented by the Australian wines on offer. Book ahead to secure a table.",3
Oshino,"Raffles Arcade, #01-11, 328 North Bridge Road, 188719, Singapore",Singapore,$$$$,Sushi,103.86369,1.30516,1 Star,"Air conditioning,Car park,Counter dining,Wheelchair access","The slate- and pebble-covered hallway leads to a cosy, bamboo-clad room with only nine seats. Chef Oshino worked at a renowned sushiya for ten years, before opening his own shop tucked away in a corner of this mall. Sushi is his speciality and forms the backbone of his set and omakase menus, interlaced with sashimi. Sushi rice from his home prefecture Yamagata is dressed with vinegar and hand-pressed into nigiri, though not strictly in Edomae style.",4
Seroja,"Duo Galleria, #01-30/31/32/33, 7 Fraser Street, 189356, Singapore",Singapore,$$$,"Malaysian, Contemporary",103.85802,1.29993,1 Star,"Air conditioning,Car park,Counter dining","An alumnus of prestigious establishments in France, the U.S. and Singapore, Chef Kevin Wong opened Seroja in 2022 to pledge his love to the Malay Archipelago. His seafood-focused tasting menus pay tribute to Malaysian culinary traditions with a generous use of local produce, spices and techniques. The plating is meticulous and artful and the flavours subtle and finely balanced. Ask about the food and wine or non-alcoholic beverage pairing.",3
Nae:um,"161 Telok Ayer Street, 068615, Singapore",Singapore,$$$,Korean Contemporary,103.84755,1.28033,1 Star,"Air conditioning,Counter dining","The bright room is furnished in a cream and birch colour scheme, imparting calmness and warmth. The Korean chef Louis Han named his restaurant Nae:um, meaning a fragrance that evokes memories. Food culture and recollections of his home country are at the core of his episodic menu that changes with seasons. Innovative courses are precisely executed and presented in an ethereal, refreshing manner, but have inklings of their Korean roots.",3
Labyrinth,"Esplanade Mall, #02-23, Marina Bay Promenade, 8 Raffles Avenue, 039802, Singapore",Singapore,$$$,"Innovative, Singaporean",103.8563,1.2897489,1 Star,"Air conditioning,Car park,Wheelchair access","Chef LG Han takes recognisable local flavours and tastes remembered from childhood as his starting point ?and then reimagines and reinterprets them, using superlative ingredients from across Singapore. The result is an exciting, original and unforgettable set menu that surprises, amuses and satisfies. The restaurant’s black canvas is punctured by razor sharp lighting, while the service team are clued up and very well organised.",3
Esora,"15 Mohamed Sultan Road, 238964, Singapore",Singapore,$$$$,Innovative,103.84174,1.2935989,1 Star,"Air conditioning,Counter dining","Having worked in some prestigious kitchens in Japan and French restaurants in Singapore, the Japanese head chef excels in melding Japanese details with French techniques. His food pays homage to each season with elaborate plating and floral arrangements to match. Its serene décor befits the sparingly seasoned dishes designed to accentuate natural flavours. Tea pairing is an absolute triumph here, as Taiwanese and Japanese tea is perfectly brewed.",4
Born,"#01-01, 1 Neil Road, 088804, Singapore",Singapore,$$$$,Innovative,103.843918,1.2803952,1 Star,"Air conditioning,Counter dining","Housed in Jinricksha Station, a former rickshaw depot circa 1903, Born boasts a modern dining room adorned by glowing double arches, high glass ceiling and an ethereal paper sculpture. A protégé of André Chiang, Chef Zor Tan cooks up a 9-course tasting menu inspired by the circle of life and his personal journey, melding French gastronomy with Chinese cooking. Dishes are creative and crafted with globally sourced ingredients, delivering contrasts in textures and flavours.",4
Poise,"6 Teck Lim Road, 088384, Singapore",Singapore,$$$,European Contemporary,103.8420837,1.2801633,1 Star,"Air conditioning,Interesting wine list","Chef Steve Lancaster chooses to present his culinary gems in a monochromatic room with theatrical lighting to call attention to the food. His tasting menu reinvents European and Nordic classics that look unassuming with clever and creative combinations, and nuanced layering of textures and flavours. The chicken, bacon and onion dish is a chicken lollipop stuffed with chicken mousse set atop a  shallot puree with bacon and onion that imparts complexity in flavour.",3
La Dame de Pic,"Raffles Hotel, Grand Lobby, 1 Beach Road, 189673, Singapore",Singapore,$$$,French Contemporary,103.8548689,1.2951612,1 Star,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","Renowned chef Anne-Sophie Pic and celebrated hotel Raffles make a fine match, as the smoothly run, bright and comfortable dining room provides a worthy canvas for her culinary vision. You’ll find a number of her celebrated specialities here, like Berlingots and the White Millefeuille dessert. Much of the produce is from France, such as John Dory from Brittany and pigeon from Bresse, but her accomplished kitchen cleverly adds some local touches and flavours.",3
Summer Palace,"Conrad Orchard, Level 3, 1 Cuscaden Road, 249715, Singapore",Singapore,$$$,Cantonese,103.8247494,1.3046521,1 Star,"Air conditioning,Brunch,Car park,Interesting wine list,Restaurant offering vegetarian menus,Valet parking,Wheelchair access","The spacious dining room in gold and red is dotted with art, crafts and antiques. On the menu, classic Cantonese fare is offered alongside seasonal specialities like crispy suckling pig stuffed with minced shrimp and almond flakes. The exquisitely crafted dim sum is also a must-try here ?courtesy of the regularly changing offerings that incorporate unorthodox ingredients, such as deep-fried taro puffs with minced duck and salted potherb mustard filling.",3
Willow,"39 HongKong Street, 059678, Singapore",Singapore,$$$,Asian Contemporary,103.8473514,1.2874604,1 Star,"Air conditioning,Counter dining,Wheelchair access","After working in some prestigious kitchens, Chef Nicolas Tam makes his debut with this intimate, understated and well-run restaurant. His solid French techniques come through in his pan-Asian tasting menu featuring mostly Japanese ingredients, sporting refinement, precision and balance. Served and introduced by the chefs themselves, the courses flow seamlessly and build upon each other. Counter seats overlooking the kitchen are the ones to go for.",3
Hamamoto,"58 Tras Street, 078997, Singapore",Singapore,$$$$,Sushi,103.8441838,1.2779413,1 Star,"Air conditioning,Counter dining,Notable sake list,Wheelchair access","Sourcing the finest ingredients is something of an obsession for Kyoto-born Kazuhiro Hamamoto. And it’s not just his nigiri, whether nodoguro or chutoro, that shows his care and craftmanship ?the dishes served before it, like spiny lobster with uni, or smoked meji-makuro, prove just as memorable. There is only one sitting at lunch and dinner at the handsome, curved counter, so you’ll need patience and perseverance when trying to secure a booking.",4
Rêve,"#01-01, 39 Kreta Ayer Road, 089002, Singapore",Singapore,$$$,European Contemporary,103.8421799,1.2808996,1 Star,"Air conditioning,Car park,Counter dining","The minimalist room with dramatic lighting and wooden wall art is the epitome of subtle Japanese chic. All the seats at the black marble counter command views of the theatrically visible kitchen. The Italian head chef crafts elaborate, modern European recipes using high-end products from around the world. Try his Sense of Place lunch menu for a culinary travel memoir overflowing with exotic flavours and adventurous combinations.",3
Marguerite,"Flower Dome, #01-09, Gardens by The Bay, 18 Marina Gardens Drive, 018953, Singapore",Singapore,$$$,European Contemporary,103.8639515,1.2849725,1 Star,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","Dining in the Flower Dome makes for a back-to-nature moment and Chef Wilson does it with a touch of class. In his tasting menu, gracefully presented courses are underpinned by solid techniques, packed with oomph and flavours bold enough to match the showy, colourful blooms. The wine list showcases some rare labels, including bottles from Lebanon and Morocco, while the temperance pairing is also interesting. Service is seamless and personable.",3
